rootId:ID,root,transliteration,:LABEL,descriptionTr,descriptionEn,translationTr,translationEn
1188,"لفف","lff","Root","To roll up, fold, wrap, involve, conjoin, be entangled (trees), be heaped, joined thick/dense and luxuriant/abundant.","","bir araya","And is wound"
1189,"ذقن","pqn","Root","to strike on the chin, lean the chin upon (with ala), chin, although its primary meaning is chin it may be rendered as face.","","çeneleri üstüne","the chins"
1190,"خفت","xft","Root","To be still or silent, to be low/soft/gentle, to be weak due to vehement hunger, to be abject, to silence or kill (smite with a sword or the like), to be goodly or beautiful, worthy of notice.","","pek de gizleme","be silent"
1191,"بخع","bxE","Root","kill oneself with grief/wrath/rage, exceed the ordinary bounds in subduing and abasing themselves by obedience, doing anything to a great extent, in great degree, egregiously or with much energy and effectiveness, consume/torment oneself.","","helak edeceksin","(would) kill"
1192,"جرز","jrz","Root","To cut or cut off, destroy or exterminate, to slay, to eat quickly or eat much, to be or become barren, to be lean or emaciated, to be dried up and without herbage.","","kupkuru","barren"
1193,"كهف","khf","Root","To fill caves or places of protection.","","Kehf","the cave"
1194,"رقم","rqm","Root","to write, stripe, brand. raqim - inscription, writing. marqum - written one.","","yazılmış","written"
1195,"شطط","$TT","Root","to be far off, wrong anyone, treat with injustice, go beyond due bounds. shattan - extravagant lie, exceeding, redundant, excess. ashatta (vb. 4) - to act unjustly.","","saçma sapan","be unjust"
1196,"زور","zwr","Root","visit, visitor, incline towards, he honoured him, falsify/beautify/embellish, lie/untruth, adjust/correct, decline or turn aside from it, determination.","","yalan","false"
1197,"فجو","fjw","Root","opening, set apart, open wide, a fissure.","","bir dehlizin","the open space"
1198,"يقظ","yqZ","Root","awake. A man waking; vigilant; wary; cautious or in a state of preparation; having his attention roused and possessing knowledge and much intelligence.","","uyanıklar","awake"
1199,"رقد","rqd","Root","to sleep, lull, be dull, ragged, overlook. ruqud - sleeping. marqad - bed, sleeping place, grave.","","yattığımız yer-","(were) asleep"
1200,"وصد","wSd","Root","to be fast, firm, remain in a place, build a store, enclosure, close (a door), stop, shut.","","girişte","closed in"
1201,"فرر","frr","Root","to flee, run away/off, escape, fleeing, flight, act of fleeing/running away. mafarr - refuge, shift, place of refuge.","","kaçar","So flee"
1202,"سردق","srdq","Root","","","çadırı","its walls"
1203,"مهل","mhl","Root","To act gently or softly, act in a leisurely manner, leave one alone or grant one delay or respite.","","erimiş maden gibi","So give respite"
1204,"شوي","$wy","Root","to roast/scald/grill. shawan - scalp, skin of head, skin even to the extremities (of the body).","","haşlayan","(which) scalds"
1205,"ارك","Ark","Root","camels feeding/eating on a certain tree termed (Alif-Ra-Alif-Kaf) or camels remained, or continued, among trees of that kind; to persist or preserver; He compelled him or constrained him, to do the thing, or affair; or made him to keep, or cleave, to it; herbage in which the camels remain or continue, couch.","","divanlar","couches"
1206,"حفف","Hff","Root","To surround, encompass, throng around; crowd round; go around; hedge, cut or clip one's hair and moustache and beard, to be dry [without moisture], make a pattering or rustling sound, to be embarrassed or distressed, to take the entire/whole of a thing.","","dönerek","surrounding"
1207,"بيد","byd","Root","perish, went away, passed away, became cut off, extinct, destroyed.","","yok olacağını","will perish"
1208,"زلق","zlq","Root","to slip/slide, to become disgusted by it and withdraw from it, he removed him from his place, he looked sharply or intently, a slippery place, to shave one's head, smooth rock","","kupkuru bir toprak","slippery"
1209,"هشم","h$m","Root","to crush/break.","","kuru ot gibi","dry stalks"
1210,"ذرو","prw","Root","to scatter (seeds), disperse, uproot, fall, snatch/carry away, raise it or make it fly, raise (dust) wind, eliminate or select by sifting, blow the chaff (from grain), sift, sort out, to hasten.","","savurup","dispersing"
1211,"غدر","gdr","Root","perfidious, treacherous, unfaithful, faithless, to neglect, to break a contract, leave behind, to leave out.","","bırakmıyor","leaves"
1212,"صفف","Sff","Root","evenly, side by side, laid out, a rank/row/line, in order, with reference to a bird: extend its wings in a line, expand/spread its wings (i.e. not flapping).","","sıra","rank"
1213,"شفق","$fq","Root","to pity, be anxious about, fear. shafaq - fear, pity, evening, twilight with its redness or whiteness, after sunset. ashfaqa - to be afraid. mushfiqun - one who is afraid or is in terror, compassionate, fearful one, tender.","","korkarak","fearful"
1214,"عضد","EDd","Root","to aid/assist/support, succour, strike on the arm, supporter, upper arm, helper, stay, side, assistance, strength.","","yardımcı","your arm"
1215,"وبق","wbq","Root","to perish/destroy/wreck/ruin, place of destruction, gulf (of doom).","","onları helak eder","a barrier"
1216,"دحض","dHD","Root","slip, having no firmness/stability, become null & void, to anul/void/reject, examine into, to be weak, to jerk/decline, that which has no force/weight, to refute/condemn, to depart, to go away.","","batıldır","to refute"
1217,"حقب","Hqb","Root","To be suppressed; rainless year, unproductive. Suffer suppression of urine, have difficulty in staling, suffer suppression of milk (she camel), to be delayed or withheld, to be perverted/marred/disordered/impeded, to gird a camel, bound a thing (anything) behind a camel's saddle, bear or take a burden upon oneself.","","çağlar boyu","(for) ages"
1218,"صخر","Sxr","Root","to be rocky (place). sakhr - rock","","kayaya","a rock"
1219,"سفن","sfn","Root","","","gemi","ship"
1220,"قضض","qDD","Root","to bore/pierce, fall/tumble down. inqadda (vb. 7) to threaten to fall down.","","yıkılmağa","collapse"
1221,"عيب","Eyb","Root","bad, damaged, defective/faulty/unsound/unserviceable, have a blemish.","","onu kusurlu yapmak","I cause defect (in) it"
1222,"غصب","gSb","Root","take wrongfully/unjustly/forcefully, without the ownerãs permission; force or compel someone to do something","","zorla","(by) force"
1223,"ردم","rdm","Root","to shut, block, fill up, a thing which one part is put upon another or joined or sewed. radmin - rampart, strong wall.","","sağlam bir engel","a barrier"
1224,"غطو","gTw","Root","","","perde","a cover"
1225,"شعل","$El","Root","to kindle, light (fire), firebrand, kindle war, emit, scatter/disperse, smear (a camel), become excited, filled with wrath, agile/active, clever, whiteness. ishta'ala (vb. 8) - to be lighted, become shining and inflamed. ishta'ala shayban - to become hoary, glisten with grey hairs.","","ve tutuştu","and flared"
1226,"شيب","$yb","Root","to be hoary (hair), to grow old, go grey, to become white haired, someone with white hair.","","ihtiyar","gray-haired"
1227,"حنن","Hnn","Root","To have a longing desire for, to be affected with an intense emotion of grief or joy, emit a sound as a she-camel towards her young, have mercy/compassion/pity/tenderness of the heart, yearn towards, merciful/compassionate/favourably incline towards a thing, turn away or back from evil or mischief, to be mad or insane, to retreat in a cowardly fashion, do wrong or commit a mistake.","","ve bir rahmet","And affection"
1228,"مخض","mxD","Root","To churn/beat/agitate (milk), extract or fetch out the butter from milk, shake or agitate vehemently, turn over or revolve a thing.","","doğum sancısı","the pains of childbirth"
1229,"جذع","jpE","Root","","","dalını","(the) trunk"
1230,"هزز","hzz","Root","to shake, brandish wave, thrill, stir, throb, shift, wrangle.","","silkele","moving"
1231,"جني","jny","Root","To gather or take from a thing, to collect from a thing, to acquire, commit a crime/offence/injurious action against someone, attain maturity.","","taze","ripe"
1232,"جثو","jvw","Root","To sit upon the knees, to kneel, to fall on one's knees, stand upon the extremities of one's toes, to sit knee-to-knee with someone.","","toplanmış","kneeling"
1233,"حتم","Htm","Root","To inspire, to make or render obligatory/necessary, settle a thing firmly, decree/ordain/pronounce a thing, to establish, be unavoidable, decide a thing judicially, necessitate a thing, wish good for someone, to be soft/yielding/crummy/easily broken, crumble or break into small bits, break into pieces, to be cheerful/brisk/lively/sprightly, cut or cut off a thing.","","bir borçtur","an inevitability"
1234,"ضدد","Ddd","Root","to overcome anyone, contradict, oppose. Hostile, adversary, contrary, one pitted against, against, repugnant.","","zıd","opponents"
1235,"ازز","Azz","Root","to incite, make a loud crash, produce a noise.","","kışkırttıkça","inciting them"
1236,"وفد","wfd","Root","to call upon, come to, reach.","","konuk olarak","(as) a delegation"
1237,"ادد","Add","Root","an event befell him, distressed/afflicted/oppressed him, strength/power/force, terrible/evil/horrible thing, gross blasphemy, calamity.","","pek kötü","atrocious"
1238,"هدد","hdd","Root","to break/crush, overthrow, crumble down, pull down, demolish, fall down into pieces.","","yıkılıp","(in) devastation"
1239,"ركز","rkz","Root","to whisper, bury, faint or low sound.","","cılız bir sesini","a sound"
1240,"ثري","vry","Root","to be moist (as the earth after rain), moisten, wet (the earth). thraa - earth, moist earth. al-tharaa & tharan (for tharayun) - the earth, moist sub-soil, soil, sod, ground.","","toprağın","the soil"
1241,"قبس","qbs","Root","to ask or take fire, learn, teach, catch, get a light from another. qabas - burning stick, fire brand, burning brand. iqtabsa (vb. 8) - to take light from another.","","koru","burning"
1242,"خلع","xlE","Root","To pull/strip/throw/cast something off, to be removed from or divested of, to forsake allegiance/obedience to someone, to repudiate or renounce someone, to ransom off, to contend with someone, to come off or fall off, become disjointed/seperated/displaced, to go away secretly, to annull/dissolve/break a pact or covenant, divorce one's wife for a ransom given by her, grow insane or diabolically possessed, to be gripped with weakness and fear/fright, say or do what one pleases (without care or fear of blame), play in games of hazard (for stakes laid by both players to be taken by the winner), to be of vitious or immoral conduct","","çıkar","so remove"
1243,"نعل","nEl","Root","to give shoes to anyone, covering underneath foot preventing contact with the ground, sole, sandal. The command in the verse 20:12 to take off your shoes can be taken as a metaphorical expression for making the heart vacant from worldly relations.","","pabuçlarını","your shoes"
1244,"طوي","Twy","Root","roll up, fold.","","düreriz","(of) Tuwa"
1245,"هشش","h$$","Root","to beat down the leaves of a tree.","","ve yaprak silkeliyorum","and I bring down leaves"
1246,"ارب","Arb","Root","He was, or became, cunning, characterized by intelligence with craft and forecast, or simply intelligent, excellent in judgment, sagacious, and knowing in affairs; He became excellent, or skilful, in the thing, or he became accustomed to, practised or exercised in, the thing, and became knowing, or skilful (therein); He devoted, or addicted himself, or cleaved or kept to a thing; he was, or became, niggardly, avaricious, or tenacious, of a thing. His member or limb (generally meaning the arm or hand) was cut off or dropped off; his members or limbs (generally relating to the members or fingers) of the arm or hand dropped off one after the other in consequence of a certain disease (usually termed jeem-Thal-alif-Miim); A member, a distinct part of the animal body, a limb; expert skillful","","ihtiyaçlarım","(are) uses"
1247,"ضمم","Dmm","Root","Drew, put, brought, gathered together. Collected or contracted a thing to a thing. Be gentle, courteous, easy to deal with or compliant.","","ve çek","And draw"
1248,"ازر","Azr","Root","to strengthen/aid/assist/help/sympathise, Azar (name of an idol) derived from the Chaldean name of the planet Mars.","","arkamı","my strength"
1249,"قذف","qpf","Root","to pelt, cast, inspire, hurt, do away, throw, plunge, charge anyone with (foul and evil actions), shoot, dart.","","ve at","We hurl"
1250,"سحل","sHl","Root","","","sahile","on the bank"
1251,"وني","wny","Root","to be slack, negligent, remiss, tire.","","gevşeklik etmeyin","slacken"
1252,"سمر","smr","Root","","","Samiri","O Samiri"
1253,"لحي","lHy","Root","Beard, part of turban under lower jaw, jaw-bone, bark of a tree, skin of grapes.","","sakalımı","by my beard"
1254,"نسف","nsf","Root","to uproot, reduce to powder, scatter, throw down, destroy, shatter, smash, blown down to pieces.","","ufalayıp","(in) particles"
1255,"زرق","zrq","Root","blue-eyed, grey-eyed, greenish hue in the eye, blindness (due to the pupil being grey due to ctaract), become very clear/bright, to show the whites of the eye, piercing (e.g. with a spear), look sharply/intently, intense colour of the eye.","","kör bir durumda","blue-eyed"
1256,"قوع","qwE","Root","to cover, lag behind, walk cautiously, even, soft, depressed, desert, waterless, barren place, desolate.","","yerlerini","a level"
1257,"صفصف","SfSf","Root","gurd, level plain.","","boş, dümdüz","plain"
1258,"امت","Amt","Root","to determine or compute a thing's measure, quantity, or the like; A measure of distance; doubt; feebleness or weakness; ruggedness, uneven ground, a hollow, or depressed place, between any two elevated portions of ground; inequality of surface: one part being higher, or more prominent, than another; small mounds or what is elevated, of ground, small hills; some say, water-courses of valleys, such as are low, or depressed; crookedness, curvature; A fault, a defect, an imperfection, a blemish, or the like, in the mouth, and in a garment, or piece of cloth, and in a stone.","","bir tümsek","any curve"
1259,"همس","hms","Root","to whisper, utter an indistinct word, murmur faintly","","fısıltıdan","a faint sound"
1260,"عنو","Enw","Root","to submit humbly, be downcast, distress, become submissive, obedient, take a thing peaceably.","","boyun eğmiştir","And (will be) humbled"
1261,"هضم","hDm","Root","to withold one's dues, be near break, oppress, do wrong, fall on each other, be slander.","","yumuşak","soft"
1262,"عري","Ery","Root","to become naked, denude of (garments). ara - bare desert or place, open field, waste land, shore.","","çıplak kalmak","onto the open shore"
1263,"ضنك","Dnk","Root","Became narrow or strait (indicate hardship). Became weak in judgment, in body, in soul, in intellect.","","dar","straitened"
1264,"زهر","zhr","Root","shone/glistened, become white/beautiful/bright, to give light, a fire/lamp, flower, flowered/blossomed, mindful of it, rejoice/energetic in it, a want.","","süsüne","(the) splendor"
1265,"صحف","SHf","Root","to write or read, dig. sahfatun (pl. sihaaf) - hollow, large dish. sahiifa - surface of the earth. sahiifatun (pl. suhuf) - heap of a book.","","tepsiler","pages"
1266,"قصم","qSm","Root","to break in pieces, shatter, demolish utterly, destroy completely.","","kırıp geçirdik","We (have) shattered"
1267,"ركض","rkD","Root","to move the feet, urge, strike heavily (with foot), fly, run.","","(yere) vur","Strike"
1268,"خمد","xmd","Root","To subside, be utterly extinguished (a fire); it's flaming or blazing ceasing, faint or swoon, be allayed (fever or vehemence of a fever), be still/motionless and silent (Al-Qamoos & Tajul-Arus), dispose and submit oneself to an affair or event, be silent and dead, become like extinguished ashes.","","sönüverdiler","extinct"
1269,"دمغ","dmg","Root","To destroy, damage the brain, overcome, prevail upon (error), disgrace, knock out.","","onun beynini parçalar","and it breaks its head"
1270,"رتق","rtq","Root","to close, be joined together. ratqan - closed up, single entity.","","bitişik","a joined entity"
1271,"فتق","ftq","Root","to cleave asunder, split, break, disjoin, disunite, rend apart.","","biz onları ayırdık","then We parted them"
1272,"فجج","fjj","Root","wide apart, part something widely, open it widely, the making an interval/opening between two things, a wide road between two mountains, depressed road, wide and conspicuous road, opening/intervening space, disorderly/much talking/babbling, valley, wide valley, cleft ground, ravine.","","geniş","wide"
1273,"كلا","klA","Root","To protect, keep guard, keep safe.","","sizi koruyacak?","(can) protect you"
1274,"نفح","nfH","Root","to spread its odour, blow, diffuse itself, strike any one slightly.","","bir esinti","a whiff"
1275,"خردل","xrdl","Root","(mustard seed) a grain of a certain tree that is well known.","","hardal","a mustard"
1276,"نطق","nTq","Root","to speak, utter, articulate sounds, speak clearly.","","dili","speak"
1277,"نكس","nks","Root","to upset, turn upside down, reverse, invert, make a thing in the wrong way, lower (the head) carelessly or in shame.","","öne eğmiş","(will) hang"
1278,"برد","brd","Root","make cold/chilly/cool, died, cessation of motion, become still/quiet/motionless, amazed/stupefied, became permanent/fixed/settled, became lean/emaciated/weak, slept, hail/snow, beverage that cools the heat of thirst.","","serin","cool"
1279,"نفش","nf$","Root","to card the pie or wool, scatter or pull into pieces (cotton or wool), flatter, pasture, stray for food by night, pasture during the night without shepherd (cattle).","","atılmış","pastured"
1280,"فهم","fhm","Root","he understood it or knew it with the mind, he apprehended its meaning.","","onu bellettik","And We gave understanding of it"
1281,"غوص","gwS","Root","dive in, descend beneath; immersed, immerged, dipped, plunged, sink into water.","","ve dalgıcı","and diver"
1282,"نون","nwn","Root","(lit. ""lord of the fish"", i.e. Jonah)","","(ve Zün)nun'u","And Dhun-Nun"
1283,"فرج","frj","Root","To open, separate, cleave, split, enlarge, part, let a space between, make a room, comfort anything in, dispel cares. An opening, intervening space [gap or breach] between two things. Ex: Parting hind legs or intervening spaces between fingers.","","ırzını","rifts"
1284,"حدب","Hdb","Root","To be protuberant; Convex; Humpbacked. To rise, to grow up or out, grow high, to be affectionate or favourable or kind, to defend someone, elevate or raise high the back, to be curved/winding and long.","","tepeden","elevation"
1285,"فزع","fzE","Root","to be afraid, frightened, terrified, smitten with fear.","","korku","the terror"
1286,"ذهل","phl","Root","to forget/neglect, be diverted from (with an)","","unutur","will forget"
1287,"مضغ","mDg","Root","A piece or bit of flesh, a morsel or gobbet of flesh; heart and tongue of a person; a foetus when it becomes like a lump of flesh.","","bir çiğnemlik ete","an embryonic lump"
1288,"طفل","Tfl","Root","baby/infant/child, to be of tenderage, young one, tiny baby, tender/soft.","","çocuklara","the children"
1289,"همد","hmd","Root","to be lifeless, barren.","","kurumuş ölmüş","barren"
1290,"بهج","bhj","Root","beautiful/bright/splendid, joyful/glad/happy, goodly, loveliness.","","güzel","beautiful"
1291,"عطف","ETf","Root","to incline towards, be well disposed towards, lean towards. itfun - side, shoulder, side of person from the head to the hip, to turn one's side.","","boynunu","his neck"
1292,"مجس","mjs","Root","To follow or practice the Magian religion.","","ve mecusiler","and the Magians"
1293,"صبب","Sbb","Root","to pour out, be poured out. sabbun - the act of pouring. sabban - the act of pouring heavily.","","dökün","pour"
1294,"صهر","Shr","Root","melt, liquefy a thing such as fat and the like, severely affect by heat, thoroughly cook with fire, roasted/broiled/fried, relationship, nearness with respect to kindred, the sacred or inviolable, tie of relationship by marriage","","ve sıhr","Will be melted"
1295,"قمع","qmE","Root","to beat on the head, subdue, tame, goad (an elephant) on the head, persecute, overpower, apply a mace or whip or grips, curb, restrain, hold in subjection, bring to submission. miqma'ah - mace, red whip.","","kamçılar","(are) hooked rods"
1296,"لالا","lAlA","Root","To shine, glitter, blaze, be bright, pearl, a perfect/complete rejoicing.","","inci","pearls"
1297,"ضمر","Dmr","Root","Became lean or light of flesh, or slender, and lank in the belly by reason of leanness. Became lean and weak. Became withered, contracted and small.","","yorgun deve","lean camel"
1298,"عمق","Emq","Root","to be deep/long, far extending place, far off, distant.","","uzak","distant"
1299,"تفث","tfv","Root","to leave off the care of one's body and comforts, self-neglect, unkemptness, uncleanness, altered, perform and complete the acts of worship in combat and imposed.","","kirlerini","their prescribed duties"
1300,"عتق","Etq","Root","to be old, ancient, freed, emancipate, beautiful, excellent, noble.","","Eski (Evi) [Kâbe’yi]","the Ancient"
1301,"وثن","wvn","Root","to remain on one condition, set up as a sign, raise to dignity, erect, raise for honouring, set up, remain in a place. wathan - idol.","","putlar-","idols"
1302,"سحق","sHq","Root","","","uzak","far off"
1303,"وجب","wjb","Root","to fall down dead (after they are slaughtered). wajabat al-shamsu - setting of sun.","","düştüğünde","are down"
1304,"عرر","Err","Root","to manure, bring evil upon, afflict, disgrace, be scabby. ta'arra - to be restless (in bed). i'tarra - to address anyone humbly. m'arratun - crime, sin, annoyance. mu'tar - poor, seeking favour, one addressing humbly. One who does not beg, though poor, who is forced to beg, who is in need.","","bir eziyet","any harm"
1305,"هدم","hdm","Root","to overturn, break, demolish, put down, fall down into pieces.","","yıkılırdı","surely (would) have been demolished"
1306,"صمع","SmE","Root","to detain anyone by persuasion, strike with a stick. sam'atun - recess in wall. sauma'a - monastery, monk's cell, cloister.","","manastırlar","monasteries"
1307,"بار","bAr","Root","sunk/dug, hollow/hole, hid/conceal it, stored it for time of need, well.","","ve kuyu","and well"
1308,"عطل","ETl","Root","to be without care, be abandoned and not be used. mu'attalaltin - abandoned without care.","","başı boş bırakıldığı","abandoned"
1309,"عقم","Eqm","Root","to be barren (womb), become dry, be unproductive, be gloomy, distressing, grievous (day), be childless, destructive.","","kısır","barren"
1310,"سطو","sTw","Root","","","üzerine saldıracaklar","attack"
1311,"ذبب","pbb","Root","strove/labour/toil, to wander to and fro as a fly, waver (between this and that), become restless, much motion, fatigued, remove, repel, annoy, drive away flies, protect/defend, move about, fly/flies.","","sinek","a fly"
1312,"سلب","slb","Root","","","onlardan kapsa","snatched away from them"
1313,"سلل","sll","Root","","","süzmesi-","slip away"
1314,"فكه","fkh","Root","became cheerful/happy, free from straitness/burden, enjoy, to jest/laugh/joke, be amused/pleased, entertain, fruit, wonderment, indulge in pleasantry, rejoice, admiration.","","meyva","fruits"
1315,"دهن","dhn","Root","To anoint, strike (with a stick), moisten, blandish, pleasantly smooth, agreeable and suave, dissemble with, coax, be pliant, grease, dis-simulate.","","yağlı olarak","oil"
1316,"غثو","gvw","Root","","","bir çöpe","stubble"
1317,"وتر","wtr","Root","to suffer loss, defraud, hate, render odd, harass, do mischief, render any one solitary, be single.","","ve tek'e","and the odd"
1318,"نكب","nkb","Root","to go a side, swerve from, render unhappy (circumstances), blow oblique (wind), defend, protect, incline, hurt, throw a thing away, deviate, turn aside.","","sapıyorlar","(the) paths thereof"
1319,"لجج","ljj","Root","To exceed the limit, persist obstinately, persevere, insist upon a thing, be querulous, continue in opposition/contention/litigation/wrangling.","","derin","deep"
1320,"همز","hmz","Root","to backbite, defame, push back with a blow, pinch, repel, find fault with, suggest evil, break, throw (on the ground), squeeze, bite.","","kışkırtmaları-","Defamer"
1321,"نسب","nsb","Root","to give or ask one's genealogy, ask the pedigree or linage of, kinship, relationship.","","nesep","a relationship"
1322,"لفح","lfH","Root","To burn/scorch/hurt/smite/strike.","","yalar","Will burn"
1323,"كلح","klH","Root","To put on a sour, austere, harsh, astringent, stern, grave look; look with frown, wear a grin of pain and anguish, express foolish satisfaction, endure pain, show disappointment, grin with lips, make contracted face and its surrounding parts; stern, severe, forbidding look.","","dişleri açıkta kalır","(will) grin with displaced lips"
1324,"عبث","Ebv","Root","to play sport in a frivolous manner, amuse one's self, busy one's self about trifles, in vain/sport/play, nonsense, useless.","","boş yere","uselessly"
1325,"غضض","gDD","Root","lowered, contracted, lessened, restrain","","ve kıs","lower"
1326,"جيب","jyb","Root","to cut out a collar of a shirt, opening at the neck and bosom of a shirt, an opening in a shirt (e.g. where the head goes through or the sleeve), pocket (derived because Arabs often carry things within the bosom of a shirt), bosom, heart, place of entrance for a land/country, hollowed.","","koynuna","your bosom"
1327,"عور","Ewr","Root","To come within power or reach, to interchange, by turns [such as ascending a pulpit one after another, by turns; whenever one goes another comes after], to ask or seek a loan, weakness, faultiness, unsoundness, badness, foulness, or unseemliness in a thing, disgrace or disfigurement, a gap or opening [thus exposure or exposing a thing]. Anything which is veiled or conceals by reason of disdainful pride, or shame of prudency; anything of which one is ashamed when it appears. This root also refers to the pudendum [or external genital organs] of a human being because it is abominable to uncover and look at them. The parts or part of a person which is indecent to expose. Now this is relative because for the slave women it will be indecent to expose what is between the navel and the knee and of the free women it will be indecent to expose everything except the hands and face. A fault, defect, imperfection or blemish.","","açık","(are) exposed"
1328,"ايم","Aym","Root","to be unmarried, single/widowed/divorced, one who lives in celibacy.","","bekarları","the single"
1329,"زجج","zjj","Root","to pierce/thrust/spear, a thing pointed, to cast or throw a thing from oneself, become narrow and long, glass, glass vessels, lamp.","","cam","a glass"
1330,"ودق","wdq","Root","to drop (rain), approach (rain), drizzle, any kind of rain (heavy or light).","","yağmurun","the rain"
1331,"ذعن","pEn","Root","to obey/submit/acknowledge, humble/low, one who is submissive without delay and willingly.","","ita'at ederek","(as) promptly obedient"
1332,"حيف","Hyf","Root","To be unjust, act unjustly/wrongfully/tyrannically, to incline to that which is wrong or decline from that which is right, to take a thing from the side, diminish a thing from the side, decline from the right direction.","","haksızlık yapacak","Allah will be unjust"
1333,"شتت","$tt","Root","to separate, be scattered, be dispersed, be various, be divided, be diversed.","","her çeşit","diverse"
1334,"هبو","hbw","Root","to rise so as to float in the air (dust), be turned into ashes (embers).","","toz duman","(as) dust"
1335,"نثر","nvr","Root","to scatter/disperse/sprinkle a thing, to hasten or be quick???????????????","","saçılmış","scatter"
1336,"فلن","fln","Root","so-and-so (reference to a nameless person), such a one, such a man/woman.","","falanı","that one"
1337,"رتل","rtl","Root","to set in order, make even, well arranged/set together, make distinct, correct/right state of arrangement (primary usage is in relation to nice teeth), read/recite in a leisurely manner, read correctly, chant.","","ve oku","and recite"
1338,"فسر","fsr","Root","to discover, explain, interpret, disclose (a hidden thing), comment. tafsir - explanation/commentary.","","açıklamayı","explanation"
1339,"رسس","rss","Root","to sink (a well), inquire about (news), scrutinize, conceal, bury, begin. rass -old well, first touch, beginning.","","Res","(of) Ar-Raas"
1340,"مرج","mrj","Root","pasture, maraja mixed (one thing with another), flow & flow freely (as separate entities), set forth, mariija marred/spoiled/corrupted/impaired/disturbed/unsteady/confused.","","salıverdi","confused"
1341,"فرت","frt","Root","to be sweet (water), thirst quenching, The Euphrate/Tigris.","","tatlı","sweet"
1342,"ملح","mlH","Root","To suckle or give suck, to be saltish or bitter, to become fat, to be goodly/beautiful/pretty, pleasing to the eye or ear, inclining to gray or whiteness, adopt one as a foster brother.","","tuzlu","salty"
1343,"اجج","Ajj","Root","burning to the mouth, bitter/hot/salty, undrinkable.","","tuzlu","salty"
1344,"سرج","srj","Root","","","bir lamba","a lamp"
1345,"عبا","EbA","Root","to care for, be solicitous, hold to be of any weight or worth, attach any weight or value, have concern.","","değer versin","will care"
1346,"خضع","xDE","Root","To be lowly/humble/submissive, to be still, to be soft in speech, to bend/stoop/lower/lower.","","eğilip kalmış","be soft"
1347,"ضير","Dyr","Root","Harmed, injured, hurt, mischiefed, or damaged.","","zarar","harm"
1348,"شرذم","$rpm","Root","this word is possibly derived from sharradh for sharrada (to scatter). Band, despicable and dispersed people, party, company of people. Its plu. id shraadhim.","","topluluktur","(are) certainly a band"
1349,"طود","Twd","Root","to be firm and immoveable, steadfast, it rose or ascended in the air, lofty/great/mighty/high mountain/building, cliff, mound, elevated or overlooking tract of land, go round about/much.","","bir dağ gibi","like the mountain"
1350,"كبكب","kbkb","Root","to prostate on the face, turn a thing upside down, be hurled/thrown into.","","tepe taklak atılırlar","Then they will be overturned"
1351,"شحن","$Hn","Root","to fill/load/furnish.","","dolu","laden"
1352,"ريع","ryE","Root","increased or augmented, overflow, exceeded/abundant, redundant, ascend, first/prime or most excellent part, high or elevated place, agitation, quivering.","","tepeye (yol üzerine)","elevation"
1353,"فره","frh","Root","to do skillfully, briskly, lively, cleverly, be elated with greatness, behave insolently.","","ustalıkla","skillfully"
1354,"قلي","qly","Root","to hate, detest, abhor, dislike, forsake.","","darılmadı","He is displeased"
1355,"هيم","hym","Root","to wander about without any purpose, love passionately, rage with thirst from disease, thirsty camel because of disease.","","susuz develerin","[they] roam"
1356,"وزع","wzE","Root","to keep pace, rouse, grant, inspire, set in ranks according to the battle order.","","beni sevk eyle","(were) set in rows"
1357,"حطم","HTm","Root","To break into small pieces, crush, crumble, smash, to be broken with age (meaning aged and weak and emaciated), break into pieces so as to disclose a thing, crumble by reason of excessive dryness, to crowd or press together or upon one another, crowd or press together on a thing, be inflamed with wrath or rage.","","çerçöp","debris"
1358,"بسم","bsm","Root","smile, laugh a little but without sound, part lips to show teeth.","","tebessüm etti","So he smiled"
1359,"هدهد","hdhd","Root","to coo (as a dove), grumble (as a camel), dandle (as a child), throw (a thing down). hadhadatun - murmuring sound. hadaahid - patience. hudhud - bird, hoopoe upupa, lapwing, peewit.","","hüdhüdü","the hoopoe"
1360,"خبا","xbA","Root","Hide/Conceal, To keep it, Preserve/Guard, To take care of a thing, Reposit, Store in a place of safety, Hidden/Absent.","","gizleneni","the hidden"
1361,"عفر","Efr","Root","to roll on earth, hide in the dust, roll in the dust, soil with dust, roast. ifrun & afirun - wicked, mischievous. afarun - wheat boiled without grease. ufratun - intenseness of heat. ifrit (pl. afarit) - cunning, who exceeds the bounds, one evil in disposition, wicked, malignant, stalwart, audacious, who is of large stature, one strong and powerful, sharp, vigorous and effective in an affair, exceeding ordinary bounds therein with intelligence and sagacity, chief who wields great authority.","","bir ifrit","a strong one"
1362,"صرح","SrH","Root","to make manifest, explain, clarify. sarhun - palace, high tower, lofty structure, castle.","","köşk","a tower"
1363,"حدق","Hdq","Root","To look at a thing, look hardly or intently and roll one's eye's at a person or thing, to surround/encompass/encircle a person or thing.","","bahçeler","gardens"
1364,"حجز","Hjz","Root","To withhold, make a camel lie down, stop, restrain, prevent. To prevent/hinder/impede/withhold/restrain/debar a person or thing, to conceal, to intervene, to make or form a separation/partition/fence/barrier, make an obstacle or obstruction between two people, to separate or part two people or two things, wrap or tie a thing around one's waist, defend oneself with a thing.","","engel","a barrier"
